page,text,ch,ch_num
6,                                previous | Table of Contents | next,Prologue,0
6,                                       PROLOGUE,Prologue,0
6,"We should start back,” Gared urged as the woods began to grow dark around them. “The",Prologue,0
6,wildlings are dead.”,Prologue,0
6,“Do the dead frighten you?” Ser Waymar Royce asked with just the hint of a smile.,Prologue,0
6,"Gared did not rise to the bait. He was an old man, past fifty, and he had seen the",Prologue,0
6,"lordlings come and go. “Dead is dead,” he said. “We have no business with the dead.”",Prologue,0
6,“Are they dead?” Royce asked softly. “What proof have we?”,Prologue,0
6,"“Will saw them,” Gared said. “If he says they are dead, that’s proof enough for me.”",Prologue,0
6,Will had known they would drag him into the quarrel sooner or later. He wished it had,Prologue,0
6,"been later rather than sooner. “My mother told me that dead men sing no songs,” he put",Prologue,0
6,in.,Prologue,0
6,"“My wet nurse said the same thing, Will,” Royce replied. “Never believe anything you",Prologue,0
6,hear at a woman’s tit. There are things to be learned even from the dead.” His voice,Prologue,0
6,"echoed, too loud in the twilit forest.",Prologue,0
6,"“We have a long ride before us,” Gared pointed out. “Eight days, maybe nine. And night",Prologue,0
6,is falling.”,Prologue,0
6,Ser Waymar Royce glanced at the sky with disinterest. “It does that every day about this,Prologue,0
6,"time. Are you unmanned by the dark, Gared?”",Prologue,0
6,"Will could see the tightness around Gared’s mouth, the barely suppressed anger in his",Prologue,0
6,eyes under the thick black hood of his cloak. Gared had spent forty years in the Night’s,Prologue,0
6,"Watch, man and boy, and he was not accustomed to being made light of. Yet it was more",Prologue,0
6,"than that. Under the wounded pride, Will could sense something else in the older man.",Prologue,0
6,You could taste it; a nervous tension that came perilous close to fear.,Prologue,0
6,Will shared his unease. He had been four years on the Wall. The first time he had been,Prologue,0
6,"sent beyond, all the old stories had come rushing back, and his bowels had turned to",Prologue,0
6,water. He had laughed about it afterward. He was a veteran of a hundred rangings by,Prologue,0
6,,Prologue,0
7,"now, and the endless dark wilderness that the southron called the haunted forest had no",Prologue,0
7,more terrors for him.,Prologue,0
7,Until tonight. Something was different tonight. There was an edge to this darkness that,Prologue,0
7,"made his hackles rise. Nine days they had been riding, north and northwest and then",Prologue,0
7,"north again, farther and farther from the Wall, hard on the track of a band of wildling",Prologue,0
7,raiders. Each day had been worse than the day that had come before it. Today was the,Prologue,0
7,"worst of all. A cold wind was blowing out of the north, and it made the trees rustle like",Prologue,0
7,"living things. All day, Will had felt as though something were watching him, something",Prologue,0
7,cold and implacable that loved him not. Gared had felt it too. Will wanted nothing so,Prologue,0
7,"much as to ride hellbent for the safety of the Wall, but that was not a feeling to share",Prologue,0
7,with your commander.,Prologue,0
7,Especially not a commander like this one.,Prologue,0
7,Ser Waymar Royce was the youngest son of an ancient house with too many heirs. He,Prologue,0
7,"was a handsome youth of eighteen, grey-eyed and graceful and slender as a knife.",Prologue,0
7,"Mounted on his huge black destrier, the knight towered above Will and Gared on their",Prologue,0
7,"smaller garrons. He wore black leather boots, black woolen pants, black moleskin gloves,",Prologue,0
7,and a fine supple coat of gleaming black ringmail over layers of black wool and boiled,Prologue,0
7,leather. Ser Waymar had been a Sworn Brother of the Night’s Watch for less than half a,Prologue,0
7,"year, but no one could say he had not prepared for his vocation. At least insofar as his",Prologue,0
7,wardrobe was concerned.,Prologue,0
7,"His cloak was his crowning glory; sable, thick and black and soft as sin. “Bet he killed",Prologue,0
7,"them all himself, he did,” Gared told the barracks over wine, “twisted their little heads",Prologue,0
7,"off, our mighty warrior.” They had all shared the laugh.",Prologue,0
7,"It is hard to take orders from a man you laughed at in your cups, Will reflected as he sat",Prologue,0
7,shivering atop his garron. Gared must have felt the same.,Prologue,0
7,"“Mormont said as we should track them, and we did,” Gared said. “They’re dead. They",Prologue,0
7,shan’t trouble us no more. There’s hard riding before us. I don’t like this weather. If it,Prologue,0
7,"snows, we could be a fortnight getting back, and snow’s the best we can hope for. Ever",Prologue,0
7,"seen an ice storm, my lord?”",Prologue,0
7,The lordling seemed not to hear him. He studied the deepening twilight in that half-,Prologue,0
7,"bored, half-distracted way he had. Will had ridden with the knight long enough to",Prologue,0
7,understand that it was best not to interrupt him when he looked like that. “Tell me again,Prologue,0
7,"what you saw, Will. All the details. Leave nothing out.”",Prologue,0
7,"Will had been a hunter before he joined the Night’s Watch. Well, a poacher in truth.",Prologue,0
7,,Prologue,0
8,"Mallister freeriders had caught him red-handed in the Mallisters’ own woods, skinning",Prologue,0
8,"one of the Mallisters’ own bucks, and it had been a choice of putting on the black or",Prologue,0
8,"losing a hand. No one could move through the woods as silent as Will, and it had not",Prologue,0
8,taken the black brothers long to discover his talent.,Prologue,0
8,"“The camp is two miles farther on, over that ridge, hard beside a stream,” Will said. “I",Prologue,0
8,"got close as I dared. There’s eight of them, men and women both. No children I could",Prologue,0
8,"see. They put up a lean-to against the rock. The snow’s pretty well covered it now, but I",Prologue,0
8,"could still make it out. No fire burning, but the firepit was still plain as day. No one",Prologue,0
8,moving. I watched a long time. No living man ever lay so still.”,Prologue,0
8,“Did you see any blood?”,Prologue,0
8,"“Well, no,” Will admitted.",Prologue,0
8,“Did you see any weapons?”,Prologue,0
8,"“Some swords, a few bows. One man had an axe. Heavy-looking, double-bladed, a cruel",Prologue,0
8,"piece of iron. It was on the ground beside him, right by his hand.”",Prologue,0
8,“Did you make note of the position of the bodies?”,Prologue,0
8,Will shrugged. “A couple are sitting up against the rock. Most of them on the ground.,Prologue,0
8,"Fallen, like.”",Prologue,0
8,"“Or sleeping,” Royce suggested.",Prologue,0
8,"“Fallen,” Will insisted. “There’s one woman up an ironwood, half-hid in the branches. A",Prologue,0
8,"far-eyes.” He smiled thinly. “I took care she never saw me. When I got closer, I saw that",Prologue,0
8,"she wasn’t moving neither.” Despite himself, he shivered.",Prologue,0
8,“You have a chill?” Royce asked.,Prologue,0
8,"“Some,” Will muttered. “The wind, m’lord.”",Prologue,0
8,The young knight turned back to his grizzled man-at-arms. Frostfallen leaves whispered,Prologue,0
8,"past them, and Royce’s destrier moved restlessly. “What do you think might have killed",Prologue,0
8,"these men, Gared?” Ser Waymar asked casually. He adjusted the drape of his long sable",Prologue,0
8,cloak.,Prologue,0
8,"“It was the cold,” Gared said with iron certainty. “I saw men freeze last winter, and the",Prologue,0
8,,Prologue,0
9,"one before, when I was half a boy. Everyone talks about snows forty foot deep, and how",Prologue,0
9,"the ice wind comes howling out of the north, but the real enemy is the cold. It steals up",Prologue,0
9,"on you quieter than Will, and at first you shiver and your teeth chatter and you stamp",Prologue,0
9,"your feet and dream of mulled wine and nice hot fires. It burns, it does. Nothing burns",Prologue,0
9,"like the cold. But only for a while. Then it gets inside you and starts to fill you up, and",Prologue,0
9,after a while you don’t have the strength to fight it. It’s easier just to sit down or go to,Prologue,0
9,"sleep. They say you don’t feel any pain toward the end. First you go weak and drowsy,",Prologue,0
9,"and everything starts to fade, and then it’s like sinking into a sea of warm milk. Peaceful,",Prologue,0
9,like.”,Prologue,0
9,"“Such eloquence, Gared,” Ser Waymar observed. “I never suspected you had it in you.”",Prologue,0
9,"“I’ve had the cold in me too, lordling.” Gared pulled back his hood, giving Ser Waymar a",Prologue,0
9,"good long look at the stumps where his ears had been. “Two ears, three toes, and the",Prologue,0
9,"little finger off my left hand. I got off light. We found my brother frozen at his watch,",Prologue,0
9,with a smile on his face.”,Prologue,0
9,"Ser Waymar shrugged. “You ought dress more warmly, Gared.”",Prologue,0
9,"Gared glared at the lordling, the scars around his ear holes flushed red with anger where",Prologue,0
9,Maester Aemon had cut the ears away. “We’ll see how warm you can dress when the,Prologue,0
9,"winter comes.” He pulled up his hood and hunched over his garron, silent and sullen.",Prologue,0
9,“If Gared said it was the cold . . . ” Will began.,Prologue,0
9,"“Have you drawn any watches this past week, Will?”",Prologue,0
9,"“Yes, m’lord.” There never was a week when he did not draw a dozen bloody watches.",Prologue,0
9,What was the man driving at?,Prologue,0
9,“And how did you find the Wall?”,Prologue,0
9,"“Weeping,” Will said, frowning. He saw it clear enough, now that the lordling had",Prologue,0
9,pointed it out. “They couldn’t have froze. Not if the Wall was weeping. It wasn’t cold,Prologue,0
9,enough.”,Prologue,0
9,"Royce nodded. “Bright lad. We’ve had a few light frosts this past week, and a quick flurry",Prologue,0
9,"of snow now and then, but surely no cold fierce enough to kill eight grown men. Men",Prologue,0
9,"clad in fur and leather, let me remind you, with shelter near at hand, and the means of",Prologue,0
9,"making fire.” The knight’s smile was cocksure. “Will, lead us there. I would see these",Prologue,0
9,dead men for myself.”,Prologue,0
9,,Prologue,0
10,"And then there was nothing to be done for it. The order had been given, and honor",Prologue,0
10,bound them to obey.,Prologue,0
10,"Will went in front, his shaggy little garron picking the way carefully through the",Prologue,0
10,"undergrowth. A light snow had fallen the night before, and there were stones and roots",Prologue,0
10,"and hidden sinks lying just under its crust, waiting for the careless and the unwary. Ser",Prologue,0
10,"Waymar Royce came next, his great black destrier snorting impatiently. The warhorse",Prologue,0
10,"was the wrong mount for ranging, but try and tell that to the lordling. Gared brought up",Prologue,0
10,the rear. The old man-at-arms muttered to himself as he rode.,Prologue,0
10,"Twilight deepened. The cloudless sky turned a deep purple, the color of an old bruise,",Prologue,0
10,then faded to black. The stars began to come out. A half-moon rose. Will was grateful for,Prologue,0
10,the light.,Prologue,0
10,"“We can make a better pace than this, surely,” Royce said when the moon was full risen.",Prologue,0
10,"“Not with this horse,” Will said. Fear had made him insolent. “Perhaps my lord would",Prologue,0
10,care to take the lead?”,Prologue,0
10,Ser Waymar Royce did not deign to reply.,Prologue,0
10,Somewhere off in the wood a wolf howled.,Prologue,0
10,Will pulled his garron over beneath an ancient gnarled ironwood and dismounted.,Prologue,0
10,“Why are you stopping?” Ser Waymar asked.,Prologue,0
10,"“Best go the rest of the way on foot, m’lord. It’s just over that ridge.”",Prologue,0
10,"Royce paused a moment, staring off into the distance, his face reflective. A cold wind",Prologue,0
10,whispered through the trees. His great sable cloak stirred behind like something half-,Prologue,0
10,alive.,Prologue,0
10,"“There’s something wrong here,” Gared muttered.",Prologue,0
10,The young knight gave him a disdainful smile. “Is there?”,Prologue,0
10,“Can’t you feel it?” Gared asked. “Listen to the darkness.”,Prologue,0
10,"Will could feel it. Four years in the Night’s Watch, and he had never been so afraid.",Prologue,0
10,What was it?,Prologue,0
10,,Prologue,0
11,"“Wind. Trees rustling. A wolf. Which sound is it that unmans you so, Gared?” When",Prologue,0
11,"Gared did not answer, Royce slid gracefully from his saddle. He tied the destrier securely",Prologue,0
11,"to a low-hanging limb, well away from the other horses, and drew his longsword from its",Prologue,0
11,"sheath. Jewels glittered in its hilt, and the moonlight ran down the shining steel. It was a",Prologue,0
11,"splendid weapon, castle-forged, and new-made from the look of it. Will doubted it had",Prologue,0
11,ever been swung in anger.,Prologue,0
11,"“The trees press close here,” Will warned. “That sword will tangle you up, m’lord. Better",Prologue,0
11,a knife.”,Prologue,0
11,"“If I need instruction, I will ask for it,” the young lord said. “Gared, stay here. Guard the",Prologue,0
11,horses.”,Prologue,0
11,Gared dismounted. “We need a fire. I’ll see to it.”,Prologue,0
11,"“How big a fool are you, old man? If there are enemies in this wood, a fire is the last",Prologue,0
11,thing we want.”,Prologue,0
11,"“There’s some enemies a fire will keep away,” Gared said. “Bears and direwolves",Prologue,0
11,and . . . and other things . . . ”,Prologue,0
11,Ser Waymar’s mouth became a hard line. “No fire.”,Prologue,0
11,"Gared’s hood shadowed his face, but Will could see the hard glitter in his eyes as he",Prologue,0
11,stared at the knight. For a moment he was afraid the older man would go for his sword.,Prologue,0
11,"It was a short, ugly thing, its grip discolored by sweat, its edge nicked from hard use, but",Prologue,0
11,Will would not have given an iron bob for the lordling’s life if Gared pulled it from its,Prologue,0
11,scabbard.,Prologue,0
11,"Finally Gared looked down. “No fire,” he muttered, low under his breath.",Prologue,0
11,"Royce took it for acquiescence and turned away. “Lead on,” he said to Will.",Prologue,0
11,"Will threaded their way through a thicket, then started up the slope to the low ridge",Prologue,0
11,where he had found his vantage point under a sentinel tree. Under the thin crust of,Prologue,0
11,"snow, the ground was damp and muddy, slick footing, with rocks and hidden roots to",Prologue,0
11,"trip you up. Will made no sound as he climbed. Behind him, he heard the soft metallic",Prologue,0
11,"slither of the lordling’s ringmail, the rustle of leaves, and muttered curses as reaching",Prologue,0
11,branches grabbed at his longsword and tugged on his splendid sable cloak.,Prologue,0
11,"The great sentinel was right there at the top of the ridge, where Will had known it would",Prologue,0
11,,Prologue,0
12,"be, its lowest branches a bare foot off the ground. Will slid in underneath, flat on his",Prologue,0
12,"belly in the snow and the mud, and looked down on the empty clearing below.",Prologue,0
12,His heart stopped in his chest. For a moment he dared not breathe. Moonlight shone,Prologue,0
12,"down on the clearing, the ashes of the firepit, the snow-covered lean-to, the great rock,",Prologue,0
12,the little half-frozen stream. Everything was just as it had been a few hours ago.,Prologue,0
12,They were gone. All the bodies were gone.,Prologue,0
12,“Gods!” he heard behind him. A sword slashed at a branch as Ser Waymar Royce gained,Prologue,0
12,"the ridge. He stood there beside the sentinel, longsword in hand, his cloak billowing",Prologue,0
12,"behind him as the wind came up, outlined nobly against the stars for all to see.",Prologue,0
12,“Get down!” Will whispered urgently. “Something’s wrong.”,Prologue,0
12,Royce did not move. He looked down at the empty clearing and laughed. “Your dead,Prologue,0
12,"men seem to have moved camp, Will.”",Prologue,0
12,Will’s voice abandoned him. He groped for words that did not come. It was not possible.,Prologue,0
12,"His eyes swept back and forth over the abandoned campsite, stopped on the axe. A huge",Prologue,0
12,"double-bladed battle-axe, still lying where he had seen it last, untouched. A valuable",Prologue,0
12,weapon . . .,Prologue,0
12,"“On your feet, Will,” Ser Waymar commanded. “There’s no one here. I won’t have you",Prologue,0
12,hiding under a bush.”,Prologue,0
12,"Reluctantly, Will obeyed.",Prologue,0
12,Ser Waymar looked him over with open disapproval. “I am not going back to Castle,Prologue,0
12,Black a failure on my first ranging. We will find these men.” He glanced around. “Up the,Prologue,0
12,tree. Be quick about it. Look for a fire.”,Prologue,0
12,"Will turned away, wordless. There was no use to argue. The wind was moving. It cut",Prologue,0
12,"right through him. He went to the tree, a vaulting grey-green sentinel, and began to",Prologue,0
12,"climb. Soon his hands were sticky with sap, and he was lost among the needles. Fear",Prologue,0
12,filled his gut like a meal he could not digest. He whispered a prayer to the nameless gods,Prologue,0
12,"of the wood, and slipped his dirk free of its sheath. He put it between his teeth to keep",Prologue,0
12,both hands free for climbing. The taste of cold iron in his mouth gave him comfort.,Prologue,0
12,"Down below, the lordling called out suddenly, “Who goes there?” Will heard uncertainty",Prologue,0
12,in the challenge. He stopped climbing; he listened; he watched.,Prologue,0
12,,Prologue,0
13,"The woods gave answer: the rustle of leaves, the icy rush of the stream, a distant hoot of",Prologue,0
13,a snow owl.,Prologue,0
13,The Others made no sound.,Prologue,0
13,Will saw movement from the corner of his eye. Pale shapes gliding through the wood. He,Prologue,0
13,"turned his head, glimpsed a white shadow in the darkness. Then it was gone. Branches",Prologue,0
13,"stirred gently in the wind, scratching at one another with wooden fingers. Will opened",Prologue,0
13,"his mouth to call down a warning, and the words seemed to freeze in his throat. Perhaps",Prologue,0
13,"he was wrong. Perhaps it had only been a bird, a reflection on the snow, some trick of",Prologue,0
13,"the moonlight. What had he seen, after all?",Prologue,0
13,"“Will, where are you?” Ser Waymar called up. “Can you see anything?” He was turning in",Prologue,0
13,"a slow circle, suddenly wary, his sword in hand. He must have felt them, as Will felt",Prologue,0
13,them. There was nothing to see. “Answer me! Why is it so cold?”,Prologue,0
13,"It was cold. Shivering, Will clung more tightly to his perch. His face pressed hard",Prologue,0
13,"against the trunk of the sentinel. He could feel the sweet, sticky sap on his cheek.",Prologue,0
13,"A shadow emerged from the dark of the wood. It stood in front of Royce. Tall, it was, and",Prologue,0
13,"gaunt and hard as old bones, with flesh pale as milk. Its armor seemed to change color as",Prologue,0
13,"it moved; here it was white as new-fallen snow, there black as shadow, everywhere",Prologue,0
13,dappled with the deep grey-green of the trees. The patterns ran like moonlight on water,Prologue,0
13,with every step it took.,Prologue,0
13,"Will heard the breath go out of Ser Waymar Royce in a long hiss. “Come no farther,” the",Prologue,0
13,lordling warned. His voice cracked like a boy’s. He threw the long sable cloak back over,Prologue,0
13,"his shoulders, to free his arms for battle, and took his sword in both hands. The wind",Prologue,0
13,had stopped. It was very cold.,Prologue,0
13,The Other slid forward on silent feet. In its hand was a longsword like none that Will had,Prologue,0
13,ever seen. No human metal had gone into the forging of that blade. It was alive with,Prologue,0
13,"moonlight, translucent, a shard of crystal so thin that it seemed almost to vanish when",Prologue,0
13,"seen edge-on. There was a faint blue shimmer to the thing, a ghost-light that played",Prologue,0
13,"around its edges, and somehow Will knew it was sharper than any razor.",Prologue,0
13,Ser Waymar met him bravely. “Dance with me then.” He lifted his sword high over his,Prologue,0
13,"head, defiant. His hands trembled from the weight of it, or perhaps from the cold. Yet in",Prologue,0
13,"that moment, Will thought, he was a boy no longer, but a man of the Night’s Watch.",Prologue,0
13,"The Other halted. Will saw its eyes; blue, deeper and bluer than any human eyes, a blue",Prologue,0
13,"that burned like ice. They fixed on the longsword trembling on high, watched the",Prologue,0
13,,Prologue,0
14,moonlight running cold along the metal. For a heartbeat he dared to hope.,Prologue,0
14,"They emerged silently from the shadows, twins to the first. Three of",Prologue,0
14,"them . . . four . . . five . . . Ser Waymar may have felt the cold that came with them, but he",Prologue,0
14,"never saw them, never heard them. Will had to call out. It was his duty. And his death, if",Prologue,0
14,"he did. He shivered, and hugged the tree, and kept the silence.",Prologue,0
14,The pale sword came shivering through the air.,Prologue,0
14,"Ser Waymar met it with steel. When the blades met, there was no ring of metal on metal;",Prologue,0
14,"only a high, thin sound at the edge of hearing, like an animal screaming in pain. Royce",Prologue,0
14,"checked a second blow, and a third, then fell back a step. Another flurry of blows, and he",Prologue,0
14,fell back again.,Prologue,0
14,"Behind him, to right, to left, all around him, the watchers stood patient, faceless, silent,",Prologue,0
14,the shifting patterns of their delicate armor making them all but invisible in the wood.,Prologue,0
14,Yet they made no move to interfere.,Prologue,0
14,"Again and again the swords met, until Will wanted to cover his ears against the strange",Prologue,0
14,"anguished keening of their clash. Ser Waymar was panting from the effort now, his",Prologue,0
14,breath steaming in the moonlight. His blade was white with frost; the Other’s danced,Prologue,0
14,with pale blue light.,Prologue,0
14,Then Royce’s parry came a beat too late. The pale sword bit through the ringmail,Prologue,0
14,beneath his arm. The young lord cried out in pain. Blood welled between the rings. It,Prologue,0
14,"steamed in the cold, and the droplets seemed red as fire where they touched the snow.",Prologue,0
14,Ser Waymar’s fingers brushed his side. His moleskin glove came away soaked with red.,Prologue,0
14,The Other said something in a language that Will did not know; his voice was like the,Prologue,0
14,"cracking of ice on a winter lake, and the words were mocking.",Prologue,0
14,"Ser Waymar Royce found his fury. “For Robert!” he shouted, and he came up snarling,",Prologue,0
14,lifting the frost-covered longsword with both hands and swinging it around in a flat,Prologue,0
14,sidearm slash with all his weight behind it. The Other’s parry was almost lazy.,Prologue,0
14,"When the blades touched, the steel shattered.",Prologue,0
14,"A scream echoed through the forest night, and the longsword shivered into a hundred",Prologue,0
14,"brittle pieces, the shards scattering like a rain of needles. Royce went to his knees,",Prologue,0
14,"shrieking, and covered his eyes. Blood welled between his fingers.",Prologue,0
14,"The watchers moved forward together, as if some signal had been given. Swords rose",Prologue,0
14,,Prologue,0
15,"and fell, all in a deathly silence. It was cold butchery. The pale blades sliced through",Prologue,0
15,"ringmail as if it were silk. Will closed his eyes. Far beneath him, he heard their voices",Prologue,0
15,and laughter sharp as icicles.,Prologue,0
15,"When he found the courage to look again, a long time had passed, and the ridge below",Prologue,0
15,was empty.,Prologue,0
15,"He stayed in the tree, scarce daring to breathe, while the moon crept slowly across the",Prologue,0
15,"black sky. Finally, his muscles cramping and his fingers numb with cold, he climbed",Prologue,0
15,down.,Prologue,0
15,"Royce’s body lay facedown in the snow, one arm outflung. The thick sable cloak had",Prologue,0
15,"been slashed in a dozen places. Lying dead like that, you saw how young he was. A boy.",Prologue,0
15,"He found what was left of the sword a few feet away, the end splintered and twisted like",Prologue,0
15,"a tree struck by lightning. Will knelt, looked around warily, and snatched it up. The",Prologue,0
15,"broken sword would be his proof. Gared would know what to make of it, and if not him,",Prologue,0
15,then surely that old bear Mormont or Maester Aemon. Would Gared still be waiting with,Prologue,0
15,the horses? He had to hurry.,Prologue,0
15,Will rose. Ser Waymar Royce stood over him.,Prologue,0
15,"His fine clothes were a tatter, his face a ruin. A shard from his sword transfixed the blind",Prologue,0
15,white pupil of his left eye.,Prologue,0
15,The right eye was open. The pupil burned blue. It saw.,Prologue,0
15,"The broken sword fell from nerveless fingers. Will closed his eyes to pray. Long, elegant",Prologue,0
15,"hands brushed his cheek, then tightened around his throat. They were gloved in the",Prologue,0
15,"finest moleskin and sticky with blood, yet the touch was icy cold.",Prologue,0
15,                                 previous | Table of Contents | next,Prologue,0
15,,Prologue,0
16,                                 previous | Table of Contents | next,Bran,1
16,                                             BRAN,Bran,1
16,"The morning had dawned clear and cold, with a crispness that hinted at the end of",Bran,1
16,"summer. They set forth at daybreak to see a man beheaded, twenty in all, and Bran rode",Bran,1
16,"among them, nervous with excitement. This was the first time he had been deemed old",Bran,1
16,enough to go with his lord father and his brothers to see the king’s justice done. It was,Bran,1
16,"the ninth year of summer, and the seventh of Bran’s life.",Bran,1
16,The man had been taken outside a small holdfast in the hills. Robb thought he was a,Bran,1
16,"wildling, his sword sworn to Mance Rayder, the King-beyond-the-Wall. It made Bran’s",Bran,1
16,skin prickle to think of it. He remembered the hearth tales Old Nan told them. The,Bran,1
16,"wildlings were cruel men, she said, slavers and slayers and thieves. They consorted with",Bran,1
16,"giants and ghouls, stole girl children in the dead of night, and drank blood from polished",Bran,1
16,horns. And their women lay with the Others in the Long Night to sire terrible half-,Bran,1
16,human children.,Bran,1
16,But the man they found bound hand and foot to the holdfast wall awaiting the king’s,Bran,1
16,"justice was old and scrawny, not much taller than Robb. He had lost both ears and a",Bran,1
16,"finger to frostbite, and he dressed all in black, the same as a brother of the Night’s",Bran,1
16,"Watch, except that his furs were ragged and greasy.",Bran,1
16,"The breath of man and horse mingled, steaming, in the cold morning air as his lord",Bran,1
16,father had the man cut down from the wall and dragged before them. Robb and Jon sat,Bran,1
16,"tall and still on their horses, with Bran between them on his pony, trying to seem older",Bran,1
16,"than seven, trying to pretend that he’d seen all this before. A faint wind blew through the",Bran,1
16,holdfast gate. Over their heads flapped the banner of the Starks of Winterfell: a grey,Bran,1
16,direwolf racing across an ice-white field.,Bran,1
16,"Bran’s father sat solemnly on his horse, long brown hair stirring in the wind. His closely",Bran,1
16,"trimmed beard was shot with white, making him look older than his thirty-five years. He",Bran,1
16,"had a grim cast to his grey eyes this day, and he seemed not at all the man who would sit",Bran,1
16,before the fire in the evening and talk softly of the age of heroes and the children of the,Bran,1
16,"forest. He had taken off Father’s face, Bran thought, and donned the face of Lord Stark",Bran,1
16,of Winterfell.,Bran,1
16,"There were questions asked and answers given there in the chill of morning, but",Bran,1
16,afterward Bran could not recall much of what had been said. Finally his lord father gave,Bran,1
16,,Bran,1
17,"a command, and two of his guardsmen dragged the ragged man to the ironwood stump",Bran,1
17,in the center of the square. They forced his head down onto the hard black wood. Lord,Bran,1
17,"Eddard Stark dismounted and his ward Theon Greyjoy brought forth the sword. “Ice,”",Bran,1
17,"that sword was called. It was as wide across as a man’s hand, and taller even than Robb.",Bran,1
17,"The blade was Valyrian steel, spell-forged and dark as smoke. Nothing held an edge like",Bran,1
17,Valyrian steel.,Bran,1
17,"His father peeled off his gloves and handed them to Jory Cassel, the captain of his",Bran,1
17,"household guard. He took hold of Ice with both hands and said, “In the name of Robert",Bran,1
17,"of the House Baratheon, the First of his Name, King of the Andals and the Rhoynar and",Bran,1
17,"the First Men, Lord of the Seven Kingdoms and Protector of the Realm, by the word of",Bran,1
17,"Eddard of the House Stark, Lord of Winterfell and Warden of the North, I do sentence",Bran,1
17,you to die.” He lifted the greatsword high above his head.,Bran,1
17,"Bran’s bastard brother Jon Snow moved closer. “Keep the pony well in hand,” he",Bran,1
17,whispered. “And don’t look away. Father will know if you do.”,Bran,1
17,"Bran kept his pony well in hand, and did not look away.",Bran,1
17,His father took off the man’s head with a single sure stroke. Blood sprayed out across the,Bran,1
17,"snow, as red as surnmerwine. One of the horses reared and had to be restrained to keep",Bran,1
17,from bolting. Bran could not take his eyes off the blood. The snows around the stump,Bran,1
17,"drank it eagerly, reddening as he watched.",Bran,1
17,The head bounced off a thick root and rolled. It came up near Greyjoy’s feet. Theon was,Bran,1
17,"a lean, dark youth of nineteen who found everything amusing. He laughed, put his boot",Bran,1
17,"on the head, and kicked it away.",Bran,1
17,"“Ass,” Jon muttered, low enough so Greyjoy did not hear. He put a hand on Bran’s",Bran,1
17,"shoulder, and Bran looked over at his bastard brother. “You did well,” Jon told him",Bran,1
17,"solemnly. Jon was fourteen, an old hand at justice.",Bran,1
17,"It seemed colder on the long ride back to Winterfell, though the wind had died by then",Bran,1
17,"and the sun was higher in the sky. Bran rode with his brothers, well ahead of the main",Bran,1
17,"party, his pony struggling hard to keep up with their horses.",Bran,1
17,"“The deserter died bravely,” Robb said. He was big and broad and growing every day,",Bran,1
17,"with his mother’s coloring, the fair skin, red-brown hair, and blue eyes of the Tullys of",Bran,1
17,"Riverrun. “He had courage, at the least.”",Bran,1
17,"“No,” Jon Snow said quietly. “It was not courage. This one was dead of fear. You could",Bran,1
17,"see it in his eyes, Stark.” Jon’s eyes were a grey so dark they seemed almost black, but",Bran,1
17,,Bran,1
18,"there was little they did not see. He was of an age with Robb, but they did not look alike.",Bran,1
18,"Jon was slender where Robb was muscular, dark where Robb was fair, graceful and",Bran,1
18,quick where his half brother was strong and fast.,Bran,1
18,"Robb was not impressed. “The Others take his eyes,” he swore. “He died well. Race you",Bran,1
18,to the bridge?”,Bran,1
18,"“Done,” Jon said, kicking his horse forward. Robb cursed and followed, and they",Bran,1
18,"galloped off down the trail, Robb laughing and hooting, Jon silent and intent. The",Bran,1
18,hooves of their horses kicked up showers of snow as they went.,Bran,1
18,Bran did not try to follow. His pony could not keep up. He had seen the ragged man’s,Bran,1
18,"eyes, and he was thinking of them now. After a while, the sound of Robb’s laughter",Bran,1
18,"receded, and the woods grew silent again.",Bran,1
18,So deep in thought was he that he never heard the rest of the party until his father,Bran,1
18,"moved up to ride beside him. “Are you well, Bran?” he asked, not unkindly.",Bran,1
18,"“Yes, Father,” Bran told him. He looked up. Wrapped in his furs and leathers, mounted",Bran,1
18,"on his great warhorse, his lord father loomed over him like a giant. “Robb says the man",Bran,1
18,"died bravely, but Jon says he was afraid.”",Bran,1
18,“What do you think?” his father asked.,Bran,1
18,Bran thought about it. “Can a man still be brave if he’s afraid?”,Bran,1
18,"“That is the only time a man can be brave,” his father told him. “Do you understand why",Bran,1
18,I did it?”,Bran,1
18,"“He was a wildling,” Bran said. “They carry off women and sell them to the Others.”",Bran,1
18,"His lord father smiled. “Old Nan has been telling you stories again. In truth, the man",Bran,1
18,"was an oathbreaker, a deserter from the Night’s Watch. No man is more dangerous. The",Bran,1
18,"deserter knows his life is forfeit if he is taken, so he will not flinch from any crime, no",Bran,1
18,"matter how vile. But you mistake me. The question was not why the man had to die, but",Bran,1
18,why I must do it.”,Bran,1
18,"Bran had no answer for that. “King Robert has a headsman,” he said, uncertainly.",Bran,1
18,"“He does,” his father admitted. “As did the Targaryen kings before him. Yet our way is",Bran,1
18,"the older way. The blood of the First Men still flows in the veins of the Starks, and we",Bran,1
18,hold to the belief that the man who passes the sentence should swing the sword. If you,Bran,1
18,,Bran,1
19,"would take a man’s life, you owe it to him to look into his eyes and hear his final words.",Bran,1
19,"And if you cannot bear to do that, then perhaps the man does not deserve to die.",Bran,1
19,"“One day, Bran, you will be Robb’s bannerman, holding a keep of your own for your",Bran,1
